25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
60,96000
25,25000
56,45000
58,80000
60,96000
25,25000
56,45000
58,80000
60,96000
